COUNTYFP20,BLACK,HISP,ASIAN,WHITE,OTHER,VAP20,BLACK_share,HISP_share,ASIAN_share,WHITE_share,OTHER_share,COUNTY,CNAME
48381,3797,20601,2306,79071,978,106753,0.03556808707952,0.1929781832829054,0.0216012664749468,0.7406911281181794,0.0091613350444484,Randall,Randall
48383,43,1514,24,810,11,2402,0.0179017485428809,0.630308076602831,0.0099916736053288,0.3372189841798501,0.004579517069109,Reagan,Reagan
48385,19,482,11,1760,10,2282,0.0083260297984224,0.2112182296231376,0.0048203330411919,0.7712532865907099,0.0043821209465381,Real,Real
48387,1431,473,63,7227,85,9279,0.1542192046556741,0.0509753206164457,0.0067895247332686,0.7788554801163918,0.0091604698782196,Redriver,Redriver
48389,199,9739,147,1480,54,11619,0.01712711937344,0.8381960581805663,0.0126516911954557,0.1273775712195541,0.0046475600309837,Reeves,Reeves
48391,329,2412,26,2454,23,5244,0.0627383676582761,0.459954233409611,0.0049580472921434,0.4679633867276888,0.0043859649122807,Refugio,Refugio
48393,11,29,0,584,2,626,0.0175718849840255,0.0463258785942492,0.0,0.9329073482428116,0.0031948881789137,Roberts,Roberts
48395,2374,2309,90,7896,53,12722,0.1866058795786826,0.1814966200282974,0.0070743593774563,0.6206571293821727,0.0041660116333909,Robertson,Robertson
48397,6169,13181,2940,55588,647,78525,0.0785609678446354,0.167857370264247,0.037440305635148,0.7079019420566699,0.0082394141992995,Rockwall,Rockwall
48399,156,2283,30,5116,51,7636,0.0204295442640125,0.2989785227867993,0.0039287585123101,0.6699842849659507,0.0066788894709271,Runnels,Runnels
48401,6946,6360,235,26886,291,40718,0.1705879463627879,0.1561962768308856,0.0057714033105751,0.6602976570558475,0.0071467164399037,Rusk,Rusk
48403,576,251,50,7122,64,8063,0.0714374302368845,0.0311298524122535,0.006201165819174,0.8832940592831452,0.0079374922485427,Sabine,Sabine
48405,1369,394,27,4478,18,6286,0.2177855552020362,0.0626789691377664,0.0042952593063951,0.7123767101495386,0.0028635062042634,Sanaugustine,Sanaugustine
48407,1767,3087,113,16320,160,21447,0.0823891453350118,0.1439362148552245,0.0052688021634727,0.760945586795356,0.0074602508509348,Sanjacinto,Sanjacinto
48409,913,26738,784,22572,370,51377,0.0177705977382875,0.5204274286159176,0.0152597465792085,0.4393405609513985,0.0072016661151877,Sanpatricio,Sanpatricio
48411,116,1211,37,3214,28,4606,0.0251845419018671,0.2629179331306991,0.0080330004342162,0.6977854971775944,0.0060790273556231,Sansaba,Sansaba
48413,19,873,11,950,14,1867,0.0101767541510444,0.4675950723085163,0.0058918050348152,0.5088377075522228,0.0074986609534011,Schleicher,Schleicher
48415,574,4731,71,7210,63,12649,0.0453790813503043,0.3740216617914459,0.0056130919440271,0.570005534034311,0.0049806308799114,Scurry,Scurry
48417,10,228,16,2100,8,2362,0.004233700254022,0.0965283657917019,0.0067739204064352,0.8890770533446232,0.0033869602032176,Shackelford,Shackelford
48419,2957,2963,273,11790,88,18071,0.1636323391068563,0.1639643627912124,0.0151070776382048,0.6524265397598362,0.0048696807038902,Shelby,Shelby
48421,23,841,4,1098,8,1974,0.0116514690982776,0.4260385005065856,0.0020263424518743,0.5562310030395137,0.0040526849037487,Sherman,Sherman
48423,29925,30191,3639,112596,1107,177458,0.1686314508221663,0.1701303970516967,0.0205062606363195,0.6344937957150424,0.0062380957747748,Smith,Smith
48425,48,1066,44,5749,61,6968,0.0068886337543053,0.1529850746268656,0.0063145809414466,0.8250574052812859,0.0087543053960964,Somervell,Somervell
48427,55,45030,75,900,50,46110,0.0011927998265018,0.9765777488614183,0.001626545217957,0.0195185426154847,0.001084363478638,Starr,Starr
48429,235,1459,50,5332,51,7127,0.0329732005051213,0.2047144661147748,0.0070155745755577,0.7481408727374772,0.0071558860670688,Stephens,Stephens
48431,7,309,1,693,5,1015,0.0068965517241379,0.3044334975369458,0.0009852216748768,0.6827586206896552,0.0049261083743842,Sterling,Sterling
48433,24,141,6,827,5,1003,0.0239282153539381,0.1405782652043868,0.0059820538384845,0.8245264207377866,0.0049850448654037,Stonewall,Stonewall
48435,8,1495,7,1036,9,2555,0.0031311154598825,0.5851272015655578,0.0027397260273972,0.4054794520547945,0.0035225048923679,Sutton,Sutton
48437,351,2153,16,2723,26,5269,0.0666160561776428,0.4086164357563105,0.003036629341431,0.5167963560447902,0.0049345226798253,Swisher,Swisher
48439,273133,414177,107712,764767,14257,1574046,0.1735228830669497,0.2631289047461129,0.0684300204695415,0.4858606419380374,0.0090575497793584,Tarrant,Tarrant
48441,8978,22891,2830,72915,951,108565,0.0826970017961589,0.2108506424722516,0.0260673329341868,0.6716252936029107,0.0087597291944917,Taylor,Taylor
48443,9,278,3,324,2,616,0.0146103896103896,0.4512987012987013,0.0048701298701298,0.525974025974026,0.0032467532467532,Terrell,Terrell
48445,364,4454,44,3683,37,8582,0.0424143556280587,0.5189932416686087,0.0051270100209741,0.4291540433465393,0.0043113493358191,Terry,Terry
48447,4,92,3,1026,3,1128,0.0035460992907801,0.0815602836879432,0.0026595744680851,0.9095744680851064,0.0026595744680851,Throckmorton,Throckmorton
48449,2311,8621,203,11379,141,22655,0.1020083866696093,0.380534098433017,0.0089604943721032,0.5022732288677996,0.0062237916574707,Titus,Titus
48451,3755,32675,1765,52865,695,91755,0.040924200316059,0.3561113835758269,0.0192360089368426,0.5761538880714947,0.0075745190997765,Tomgreen,Tomgreen
48453,83989,301758,90187,532684,7872,1016490,0.082626489193204,0.2968627335241862,0.0887239421932335,0.5240425385394839,0.0077442965498922,Travis,Travis
48455,914,830,52,9130,56,10982,0.0832270988890912,0.0755782189036605,0.0047350209433618,0.8313604079402659,0.0050992533236204,Trinity,Trinity
48457,1794,1172,100,12788,121,15975,0.112300469483568,0.0733646322378716,0.0062597809076682,0.8005007824726135,0.0075743348982785,Tyler,Tyler
48459,2517,2354,202,25471,310,30854,0.0815777532896869,0.0762948078044986,0.0065469631166137,0.8255331561547935,0.0100473196344072,Upshur,Upshur
48461,75,1222,11,1120,10,2438,0.0307629204265791,0.5012305168170632,0.0045118949958982,0.4593929450369155,0.0041017227235438,Upton,Upton
48463,116,12415,135,5736,78,18480,0.0062770562770562,0.6718073593073594,0.0073051948051948,0.3103896103896104,0.0042207792207792,Uvalde,Uvalde
48465,500,27098,359,6885,129,34971,0.0142975608361213,0.7748706070744331,0.0102656486803351,0.1968774127133911,0.0036887706957193,Valverde,Valverde
48467,1318,4482,295,39492,383,45970,0.0286708723080269,0.0974983685011964,0.0064172286273656,0.859082010006526,0.0083315205568849,Vanzandt,Vanzandt
48469,4316,29639,1215,33289,344,68803,0.0627298228274929,0.4307806345653532,0.0176591137014374,0.4838306469194657,0.0049997819862505,Victoria,Victoria
48471,14262,13445,1077,35564,495,64843,0.2199466403466835,0.2073469765433431,0.0166093487346359,0.5484632111407554,0.0076338232345819,Walker,Walker
48473,10631,12106,671,19345,446,43199,0.2460936595754531,0.2802379684714924,0.0155327669621982,0.4478112919280539,0.0103243130628023,Waller,Waller
48475,365,4369,47,3660,45,8486,0.0430120197973132,0.5148479849163328,0.0055385340560923,0.4312986094744285,0.0053028517558331,Ward,Ward
48477,4487,4123,477,18993,181,28261,0.1587700364459856,0.1458900958918651,0.0168783836382293,0.6720568981989314,0.0064045858249885,Washington,Washington
48479,740,176805,1098,7447,364,186454,0.0039688073197678,0.9482499705021078,0.0058888519420339,0.0399401460950153,0.001952224141075,Webb,Webb
48481,4248,11444,154,15331,137,31314,0.1356581720636137,0.3654595388644057,0.0049179280832854,0.4895893210704477,0.0043750399182474,Wharton,Wharton
48483,67,738,28,2906,34,3773,0.01775775245163,0.1956003180492976,0.0074211502782931,0.7702093824542804,0.0090113967664988,Wheeler,Wheeler
48485,11304,17506,2686,67929,1267,100692,0.1122631390775831,0.1738569101815437,0.0266754061891709,0.6746216184006674,0.0125829261510348,Wichita,Wichita
48487,899,2473,404,6050,95,9921,0.0906158653361556,0.2492692268924503,0.0407217014413869,0.6098175587138394,0.0095756476161677,Wilbarger,Wilbarger
48489,447,13196,165,1601,75,15484,0.028868509429088,0.8522345647119607,0.0106561611986566,0.1033970550245414,0.004843709635753,Willacy,Willacy
48491,32201,98419,42101,276488,3836,453045,0.071076824597998,0.2172389056274763,0.092928958491982,0.6102881612201878,0.0084671500623558,Williamson,Williamson
48493,727,13543,309,22931,261,37771,0.019247570887718,0.3585555055465833,0.0081808795107357,0.6071059807789044,0.0069100632760583,Wilson,Wilson
48495,116,3192,62,2202,30,5602,0.020706890396287,0.5697965012495537,0.0110674759014637,0.3930739021777936,0.0053552302749018,Winkler,Winkler
48497,695,8787,387,41472,495,51836,0.013407670344934,0.1695153947063816,0.0074658538467474,0.8000617331584228,0.0095493479435141,Wise,Wise
48499,1551,3278,246,31198,278,36551,0.0424338595387267,0.0896829088123443,0.0067303220158135,0.8535470985745944,0.0076058110585209,Wood,Wood
48501,52,3330,36,2026,29,5473,0.009501187648456,0.608441439795359,0.0065777452950849,0.3701808879956148,0.0052987392654851,Yoakum,Yoakum
48503,180,2193,81,11103,91,13648,0.0131887456037514,0.1606828839390386,0.0059349355216881,0.8135257913247362,0.0066676436107854,Young,Young
48505,14,8837,15,705,21,9592,0.0014595496246872,0.9212885738115096,0.0015638031693077,0.0734987489574645,0.0021893244370308,Zapata,Zapata
48507,45,6380,24,453,17,6919,0.0065038300332417,0.9220985691573926,0.0034687093510622,0.0654718890013007,0.0024570024570024,Zavala,Zavala
